ene, dsp, sxy, tpi,, emt, fit^2, , , poly^2, , , fit^3, , , , poly^3, , , , 
245,1.5,4,0.01,3,0.12,9.73E+00,-6.01E-04,7.05E-07,7.05E-07,-6.01E-04,9.73E+00,9.74E+00,-6.59E-04,7.78E-07,-2.44E-11,2.44E-11,7.78E-07,-6.59E-04,9.74E+00,
245,1.5,4,0.01,3.14,0.1256,1.03E+01,-8.17E-04,4.56E-07,4.56E-07,-8.17E-04,1.03E+01,9.53E+00,3.64E-03,-5.12E-06,1.86E-09,1.86E-09,-5.12E-06,3.64E-03,9.53E+00,
245,1.5,4,0.1,2.5,1,9.49E+00,-4.96E-04,4.96E-07,4.96E-07,-4.96E-04,9.49E+00,9.43E+00,-1.30E-04,3.84E-08,1.53E-10,1.53E-10,3.84E-08,-1.30E-04,9.43E+00,
245,1.5,4,0.1,3,1.2,1.03E+01,-5.42E-04,6.23E-07,6.23E-07,-5.42E-04,1.03E+01,1.02E+01,-1.79E-04,1.68E-07,1.52E-10,1.52E-10,1.68E-07,-1.79E-04,1.02E+01,
245,1.5,4,0.1,3.14,1.256,9.23E+00,1.07E-03,-1.08E-07,1.08E-07,1.07E-03,9.23E+00,8.78E+00,3.78E-03,-3.51E-06,1.14E-09,1.14E-09,-3.51E-06,3.78E-03,8.78E+00,
245,1.5,5,0.001,2.5,0.0125,1.25E+01,2.07E-04,-1.24E-08,1.24E-08,2.07E-04,1.25E+01,1.23E+01,1.52E-03,-1.65E-06,5.47E-10,5.47E-10,-1.65E-06,1.52E-03,1.23E+01,
245,1.5,5,0.001,3,0.015,1.19E+01,-1.21E-04,3.96E-07,3.96E-07,-1.21E-04,1.19E+01,1.14E+01,2.70E-03,-3.13E-06,1.18E-09,1.18E-09,-3.13E-06,2.70E-03,1.14E+01,
245,1.5,5,0.001,3.14,0.0157,1.29E+01,-1.34E-03,1.01E-06,1.01E-06,-1.34E-03,1.29E+01,1.29E+01,-1.17E-03,8.07E-07,6.80E-11,6.80E-11,8.07E-07,-1.17E-03,1.29E+01,
245,1.5,5,0.01,2.5,0.125,1.23E+01,-6.96E-04,7.08E-07,7.08E-07,-6.96E-04,1.23E+01,1.22E+01,-9.56E-05,-4.33E-08,2.51E-10,2.51E-10,-4.33E-08,-9.56E-05,1.22E+01,
245,1.5,5,0.01,3,0.15,1.20E+01,8.78E-05,3.19E-07,3.19E-07,8.78E-05,1.20E+01,1.21E+01,-6.49E-04,1.24E-06,-3.08E-10,3.08E-10,1.24E-06,-6.49E-04,1.21E+01,
245,1.5,5,0.01,3.14,0.157,1.22E+01,-2.58E-04,3.53E-07,3.53E-07,-2.58E-04,1.22E+01,1.22E+01,-3.85E-04,5.11E-07,-5.27E-11,5.27E-11,5.11E-07,-3.85E-04,1.22E+01,
245,1.5,5,0.1,2.5,1.25,1.28E+01,-1.31E-03,8.98E-07,8.98E-07,-1.31E-03,1.28E+01,1.30E+01,-2.30E-03,2.14E-06,-4.15E-10,4.15E-10,2.14E-06,-2.30E-03,1.30E+01,
245,1.5,5,0.1,3,1.5,1.19E+01,-4.03E-04,6.02E-07,6.02E-07,-4.03E-04,1.19E+01,1.21E+01,-1.73E-03,2.26E-06,-5.53E-10,5.53E-10,2.26E-06,-1.73E-03,1.21E+01,
245,1.5,5,0.1,3.14,1.57,1.18E+01,-5.38E-04,6.06E-07,6.06E-07,-5.38E-04,1.18E+01,1.18E+01,-6.25E-04,7.14E-07,-3.63E-11,3.63E-11,7.14E-07,-6.25E-04,1.18E+01,
